activity.name subject tbodyacc.mean.x tbodyacc.mean.y tbodyacc.mean.z tbodyacc.std.x tbodyacc.std.y tbodyacc.std.z tgravityacc.mean.x tgravityacc.mean.y tgravityacc.mean.z tgravityacc.std.x tgravityacc.std.y tgravityacc.std.z tbodyaccjerk.mean.x tbodyaccjerk.mean.y tbodyaccjerk.mean.z tbodyaccjerk.std.x tbodyaccjerk.std.y tbodyaccjerk.std.z tbodygyro.mean.x tbodygyro.mean.y tbodygyro.mean.z tbodygyro.std.x tbodygyro.std.y tbodygyro.std.z tbodygyrojerk.mean.x tbodygyrojerk.mean.y tbodygyrojerk.mean.z tbodygyrojerk.std.x tbodygyrojerk.std.y tbodygyrojerk.std.z tbodyaccmag.mean tbodyaccmag.std tgravityaccmag.mean tgravityaccmag.std tbodyaccjerkmag.mean tbodyaccjerkmag.std tbodygyromag.mean tbodygyromag.std tbodygyrojerkmag.mean tbodygyrojerkmag.std fbodyacc.mean.x fbodyacc.mean.y fbodyacc.mean.z fbodyacc.std.x fbodyacc.std.y fbodyacc.std.z fbodyacc.meanfreq.x fbodyacc.meanfreq.y fbodyacc.meanfreq.z fbodyaccjerk.mean.x fbodyaccjerk.mean.y fbodyaccjerk.mean.z fbodyaccjerk.std.x fbodyaccjerk.std.y fbodyaccjerk.std.z fbodyaccjerk.meanfreq.x fbodyaccjerk.meanfreq.y fbodyaccjerk.meanfreq.z fbodygyro.mean.x fbodygyro.mean.y fbodygyro.mean.z fbodygyro.std.x fbodygyro.std.y fbodygyro.std.z fbodygyro.meanfreq.x fbodygyro.meanfreq.y fbodygyro.meanfreq.z fbodyaccmag.mean fbodyaccmag.std fbodyaccmag.meanfreq fbodybodyaccjerkmag.mean fbodybodyaccjerkmag.std fbodybodyaccjerkmag.meanfreq fbodybodygyromag.mean fbodybodygyromag.std fbodybodygyromag.meanfreq fbodybodygyrojerkmag.mean fbodybodygyrojerkmag.std fbodybodygyrojerkmag.meanfreq angle.tbodyaccmean.gravity. angle.tbodyaccjerkmean..gravitymean. angle.tbodygyromean.gravitymean. angle.tbodygyrojerkmean.gravitymean. angle.x.gravitymean. angle.y.gravitymean. angle.z.gravitymean.
27 WALKING_DOWNSTAIRS 5 0.280046513278689 -0.0143376555065574 -0.101621722633148 -0.96674254295082 -0.893449307213115 -0.911419015081967 0.93503077852459 -0.301735130327869 0.024763106752459 -0.982020428032787 -0.957425321803279 -0.928161577377049 0.0750900622277049 0.00771663644590164 -0.00807177934114754 -0.957086489344262 -0.941686785737705 -0.973059634918033 -0.0246626070770492 -0.0585101918262295 0.0665262054098361 -0.900462227540984 -0.927788618196721 -0.91236408147541 -0.0994602620655738 -0.0472415819016393 -0.0416832156688525 -0.940937642459016 -0.968433747868853 -0.958293011803279 -0.925430819016393 -0.915143303606557 -0.925430819016393 -0.915143303606557 -0.959303840327869 -0.948770043278689 -0.892089349344262 -0.88212522147541 -0.962339339672131 -0.957679766885246 -0.960123409508197 -0.908075353770492 -0.939507735245902 -0.969931287377049 -0.89243434852459 -0.904801254590164 -0.087024832195082 -0.128180130065574 0.00771897878688524 -0.957666856721311 -0.943497973606557 -0.969174903442623 -0.960570921803279 -0.943948547213115 -0.975595949508197 0.0749564403088525 -0.258164810172131 -0.112367641836066 -0.901282267540984 -0.937711157213115 -0.916172537704918 -0.901985672459016 -0.923125941147541 -0.919743846065574 -0.297107441654098 -0.316011207026229 -0.229120091067541 -0.926968932295082 -0.921836076557377 -0.000332753967377052 -0.948627467704918 -0.94820681442623 0.129816297732787 -0.913682362622951 -0.883439718032787 -0.309822161422951 -0.960331717868852 -0.957121510491803 -0.020630781795082 0.00772770563770492 0.0246545250622951 0.00979910903278689 -0.0505440714639344 -0.71190381557377 0.289824125737705 0.00457098377868852
28 SITTING 5 0.280499745892857 -0.00948911098553571 -0.0961574905535714 -0.97692058 -0.86159737875 -0.896880538392857 0.95619779125 -0.0759009061071429 0.166893825946429 -0.972908355892857 -0.917613464821429 -0.899404775267857 0.0721328379857143 -0.00653015693773214 -0.0211889890567857 -0.972586541964286 -0.938354677857143 -0.973054201071429 -0.0306449342357143 -0.061824850625 0.0755636430892857 -0.909687974464286 -0.949227146964286 -0.909995038571429 -0.103057894142857 -0.0461257201357143 -0.0490753497867857 -0.949633878571429 -0.976065174642857 -0.957982019464286 -0.906478051785714 -0.890976683392857 -0.906478051785714 -0.890976683392857 -0.963370738392857 -0.958159482142857 -0.900982100535714 -0.885144317678571 -0.967614073928571 -0.964282784285714 -0.973497549642857 -0.889549205 -0.93164342125 -0.978737637678571 -0.857380281803571 -0.887554317678571 0.0620999958378571 -0.0669875048642857 -0.0377822772491071 -0.972310894285714 -0.937624242142857 -0.968648411607143 -0.975706723571429 -0.944075308928571 -0.976229505535714 0.2722139805 -0.126450632983929 0.0711056632839286 -0.905464161964286 -0.955992945178571 -0.915280955357143 -0.912464793928571 -0.945825840178571 -0.91665163125 -0.2748096406875 -0.364372374642857 -0.223109154546429 -0.917614014821429 -0.895340042142857 -0.102971757742857 -0.956139283571429 -0.96003249875 0.201262207319643 -0.914209165714286 -0.887194404285714 -0.286128312085714 -0.964471139464286 -0.9664302175 0.0609850024464286 0.0147312363133929 0.0045729088625 0.101339340914286 0.0257192449821429 -0.831044401607143 0.135778706071429 -0.0951347515892857
29 STANDING 5 0.282544390892857 -0.00700418554517857 -0.102171095696429 -0.968591815714286 -0.869439913392857 -0.869327321785714 0.960188699107143 -0.03871012665 0.138638436607143 -0.974088206071429 -0.931973943392857 -0.914608495714286 0.0725189859107143 -0.00221990214464286 -0.0122812220569643 -0.962647080178571 -0.931217140714286 -0.963832118928571 -0.0322711902673214 -0.050987505 0.0690945763946429 -0.910395222321429 -0.933738104107143 -0.907471555714286 -0.0922249863035714 -0.0399108188821429 -0.0422221341625 -0.941930044107143 -0.961177741607143 -0.944755343035714 -0.906104701071429 -0.87977380125 -0.906104701071429 -0.87977380125 -0.956863566071429 -0.942962047678571 -0.900671630714286 -0.867041711785714 -0.958405900892857 -0.947970723571429 -0.964500917321429 -0.890796360535714 -0.915083799107143 -0.97066840875 -0.867933178017857 -0.858231387857143 -0.0164066779678571 -0.00894413194107143 -0.028287522525 -0.963059235178571 -0.93137020875 -0.958438726607143 -0.965778920714286 -0.936202600714286 -0.96807230125 0.150463078469643 -0.143681804520893 -0.0333637020357143 -0.909661802321429 -0.939373524464286 -0.907190836607143 -0.912780915714286 -0.931857811428571 -0.91678935625 -0.178598410944643 -0.162944927001786 -0.109180363773214 -0.9046413925 -0.886745170714286 -0.0169422323298214 -0.941825903035714 -0.943601960178571 0.140971600726786 -0.904543921607143 -0.868913993928571 -0.157768871232143 -0.952286438035714 -0.946196462857143 -0.0393135966410714 -0.00860856932142857 -0.00572224394107143 0.0866990453375 -0.0828789318410714 -0.862767277857143 0.110446445178571 -0.0754509648214286
30 LAYING 5 0.280346248596491 -0.0181236327175439 -0.112172831947368 -0.981758159649123 -0.921493191754386 -0.925692371929825 0.945139003859649 -0.230251036140351 0.0139193473596491 -0.985583066842105 -0.96844910122807 -0.942795062280702 0.0730699604561404 0.00871883993421053 -0.00481712245438596 -0.973132635789474 -0.949362277017544 -0.967547241754386 -0.028251913022807 -0.0589823639438597 0.0767394745964912 -0.947561298596491 -0.94248658631579 -0.947782155964912 -0.103292534210526 -0.0428828304736842 -0.0506432189438596 -0.946423593157895 -0.962422163684211 -0.962758177192982 -0.945022876491228 -0.939310249649123 -0.945022876491228 -0.939310249649123 -0.967102436140351 -0.956099145964912 -0.939404744385965 -0.915891572982456 -0.963406222982456 -0.952536233859649 -0.977100287368421 -0.930336471754386 -0.942864017017544 -0.984067374035088 -0.921449111052632 -0.922067224210526 0.0664521774298246 -0.0866319977508772 0.0208815076140351 -0.97348053877193 -0.951405464912281 -0.963743518070175 -0.975235677719298 -0.950681450350877 -0.969895845789474 0.186559227035088 -0.251013912454386 -0.0715339890175439 -0.931612384385965 -0.943273146140351 -0.943239602105263 -0.952817395263158 -0.942539174210526 -0.95445570245614 -0.114716166140877 -0.195978463377193 -0.0778747190508772 -0.945949804035088 -0.94456410754386 0.0373542193561403 -0.955914005438597 -0.95538157877193 0.190943682210526 -0.926664297017544 -0.923108761578947 -0.0701196902631579 -0.955425138245614 -0.952088499473684 0.0276252654912281 0.0123494545684211 -0.00737862488596491 0.0672693934912281 0.0586938250175439 -0.759500275087719 0.240854577192982 0.0121273275736842
31 WALKING 6 0.22159824394 -0.0405139534294 -0.11320355358 -0.9280564692 -0.83682740562 -0.826061401628 -0.24888179828 0.70554977346 0.4458177198 -0.8968300184 -0.90772000676 -0.85236629022 0.0810865342 0.0038382040088 0.010834236361 -0.958482112 -0.9241492736 -0.9548551108 -0.016553093978 -0.064486124088 0.14868943626 -0.87354386782 -0.9510904402 -0.9082846626 -0.107270949192 -0.04151728689 -0.0740501211 -0.9186085208 -0.9679072436 -0.9577901596 -0.8419291525 -0.79514486386 -0.8419291525 -0.79514486386 -0.9543962646 -0.9282456284 -0.874759548 -0.81901016976 -0.96346103 -0.9358409828 -0.9390990524 -0.86706520518 -0.8826668762 -0.9244374346 -0.8336255561 -0.81289155944 -0.158792670508 0.097534841586 0.08943765522 -0.9570738838 -0.9224626098 -0.9480609042 -0.9641607086 -0.9322178704 -0.9605869872 0.132419092398 0.024513618956 0.02438794528 -0.850249174586 -0.9521914948 -0.909302721 -0.8822964508 -0.9512320494 -0.9165825082 -0.003546795856 -0.091529130882 0.01045812566 -0.8617676481 -0.7983009404 0.08640856294 -0.9333003608 -0.9218039756 0.26639115416 -0.8621901854 -0.82431943968 -0.1397750127 -0.9423669466 -0.9326606676 0.17648590708 0.0213659655642 0.00306040735 -0.001666984698 0.08443716468 0.4267062264 -0.52034381798 -0.35241310896
32 WALKING_UPSTAIRS 6 0.281373403958333 -0.0181587397583333 -0.107245610416667 -0.974059464791667 -0.98027739875 -0.984233296875 -0.509754238125 0.752536639375 0.646834879583333 -0.959014441458333 -0.988211865208333 -0.984230418125 0.0825972511666667 0.012254788451875 -0.00180264895625 -0.98587216875 -0.98317254125 -0.988442014375 -0.01847660675 -0.111800824583333 0.144882846104167 -0.988275232916667 -0.982291608958333 -0.960306560416667 -0.101974134208333 -0.0358590176083333 -0.0701783020833333 -0.993235849166667 -0.989567537916667 -0.98803582125 -0.977435485208333 -0.972873912916667 -0.977435485208333 -0.972873912916667 -0.987741696041667 -0.98551807625 -0.950011569583333 -0.961164053958333 -0.991767074166667 -0.989718095208333 -0.976725059791667 -0.979800877916667 -0.984380981875 -0.973246482083333 -0.981025105625 -0.984792185 -0.146482792591667 0.2572894655 0.402532553395833 -0.985813630833333 -0.982768250416667 -0.986197134583333 -0.987250255833333 -0.984987392916667 -0.989345368541667 0.159808328563875 0.1212064240125 0.190558218145833 -0.9864311425 -0.983321635416667 -0.9626718875 -0.988860685833333 -0.981910616458333 -0.963174222291667 0.10261131938125 0.04228066839375 0.0552985986479167 -0.975110196458333 -0.975121387916667 0.2662982125 -0.985374114791667 -0.984568489166667 0.3417585745 -0.972112972708333 -0.96109837875 0.01856447223125 -0.990248702291667 -0.989492660416667 0.264801505395833 0.005791809625 -0.00635557646875 0.0652860108125 -0.0293710088554167 0.617423415625 -0.519732551458333 -0.478928233958333
33 WALKING_DOWNSTAIRS 6 0.275516852741935 -0.0189556785048387 -0.101300477506452 -0.982776639193548 -0.962057544516129 -0.96369103483871 -0.241758478064516 0.837032099677419 0.48870318516129 -0.982512193064516 -0.981202749677419 -0.964807543870968 0.0769811125806452 0.0138041011306452 -0.00435625874355645 -0.98087931483871 -0.968710724677419 -0.982093162903226 -0.0208170540330645 -0.0718507159435484 0.137999561112903 -0.974545752096774 -0.977272653709677 -0.963505609032258 -0.10004449883871 -0.0389771765322581 -0.06873387 -0.980328645 -0.986762741935484 -0.983338279516129 -0.972791346129032 -0.964218176451613 -0.972791346129032 -0.964218176451613 -0.979484593387097 -0.976121297903226 -0.951564751451613 -0.954275110967742 -0.98671362516129 -0.983139255645161 -0.980665609032258 -0.961169982903226 -0.968332141612903 -0.983691129032258 -0.964094604193548 -0.96327908016129 -0.0739526439887097 0.238470751435484 0.216971671672581 -0.980513202258064 -0.968752113709677 -0.979122344354839 -0.983122615967742 -0.971044012741936 -0.983711904677419 0.17597855438871 -0.0131774961758065 0.0448196905903226 -0.970167262903226 -0.978099682258065 -0.962341960806452 -0.975986433709677 -0.977032495483871 -0.967256854193548 -0.0822166454290323 -0.0266820108903226 0.147686455548065 -0.96552427516129 -0.968350217419355 0.236990127870968 -0.975949597903226 -0.975305377903226 0.238611133937097 -0.96458672483871 -0.955441855806452 -0.0229296114693548 -0.984278251290323 -0.982568158064516 0.110697704185484 0.0178959376270161 0.0166479534356452 0.0455874765919355 0.0317261682790323 0.423505857096774 -0.630062847096774 -0.346243070483871
34 SITTING 6 0.263559214981481 -0.0150031841055556 -0.110688150314815 -0.954193738888889 -0.941714042407407 -0.962667314814815 -0.420664662222222 0.915165104259259 0.341531310555556 -0.921199965925926 -0.969816635740741 -0.976176608888889 0.0934494217777778 0.00693313213968519 -0.00641054328740741 -0.978302781111111 -0.942209488333333 -0.978511984259259 -0.00923156347222222 -0.0930128180759259 0.169720404092593 -0.973102422222222 -0.961109291851852 -0.962073755 -0.105019877685185 -0.0381230432222222 -0.0712156288333333 -0.975103204259259 -0.986855629814815 -0.983965359814815 -0.954557603148148 -0.931292216611111 -0.954557603148148 -0.931292216611111 -0.970095771666667 -0.960786430740741 -0.930236462592593 -0.947031781666667 -0.985068502037037 -0.982698213703704 -0.958802077592593 -0.938883374444444 -0.967504278888889 -0.952464881481481 -0.946380971111111 -0.962154454259259 -0.274194618766667 0.366231448994444 0.201329591976111 -0.978542457407407 -0.943969987222222 -0.975383329444444 -0.980079292592593 -0.944366881666667 -0.980261236296296 0.182436483157407 0.0987428836296296 0.0770211165 -0.967203736481482 -0.972187839074074 -0.961479262592593 -0.975094739444444 -0.956182500185185 -0.965807466666667 -0.0660921823944444 -0.526889995562963 0.152886311603704 -0.939389701296296 -0.937187975962963 0.241697899814815 -0.96228712537037 -0.958037119259259 0.274027349574074 -0.961556660185185 -0.947100325185185 -0.259851969798148 -0.983609073333333 -0.982543631666667 0.202949381537037 -0.00235775253703703 -0.0155037568068519 0.0071296052962963 0.036656730987037 0.553489757592593 -0.763217167407407 -0.229790432925926
35 STANDING 6 0.278334325576923 -0.0183042123269231 -0.107937603673077 -0.965934509615385 -0.969295613269231 -0.968562516346154 -0.483470597692308 0.954890346153846 0.263644691923077 -0.945695336153846 -0.985964053846154 -0.977076645 0.0848164824230769 0.00747460829615385 -0.00304067159653846 -0.983307862115385 -0.964560430961538 -0.985419368461538 -0.0218935013501923 -0.0798709596153846 0.159894366942308 -0.979498706538461 -0.977427370576923 -0.960583776923077 -0.102114125 -0.0404446925288462 -0.07083096875 -0.983422257692308 -0.983759479230769 -0.989679592307692 -0.966777882884615 -0.958612786346154 -0.966777882884615 -0.958612786346154 -0.980141253846154 -0.977477145384615 -0.946938300576923 -0.958287921923077 -0.9864194225 -0.98377138 -0.968741678461538 -0.965419520961538 -0.977007724615385 -0.964953893653846 -0.972909186730769 -0.965882191153846 -0.135632454076923 0.466528231788462 0.132310871284615 -0.982689657115385 -0.965328566153846 -0.983250309423077 -0.985625270384615 -0.96624258 -0.986135599038461 0.239915157321154 0.195677336307692 0.0916938788480769 -0.975797491730769 -0.978249645769231 -0.963202948461538 -0.980705769807692 -0.977257800961538 -0.963305738076923 -0.0227235857115385 0.06812484775 0.0413600281009615 -0.962234984038462 -0.962525369423077 0.292032094967308 -0.977356379807692 -0.976381934807692 0.197005001461538 -0.968257068846154 -0.959263063269231 0.102441765923077 -0.984618025769231 -0.983434493076923 0.0247367106615385 0.0212091926730769 0.0553647963480769 -0.00581288916980769 -0.0344420261538462 0.598732659615385 -0.825299860384615 -0.168146326730769
36 LAYING 6 0.248656520140351 -0.0102529170561404 -0.133119570368421 -0.934049422052632 -0.924644826385965 -0.925216100350877 -0.47670987877193 0.956593814210526 0.175867709021053 -0.887746310350877 -0.959161956491228 -0.928130738421053 0.0963481955263158 -0.00114529240245614 0.00328817288070175 -0.966341054736842 -0.933674494385965 -0.959646055263158 -0.0079605026754386 -0.107218315054386 0.179102058245614 -0.955378225087719 -0.943634949473684 -0.939141878596491 -0.111267284631579 -0.0424104289992982 -0.0717774743859649 -0.939611608245614 -0.958628819649123 -0.959579071578947 -0.918878850824561 -0.897326245964912 -0.918878850824561 -0.897326245964912 -0.954750504912281 -0.950341934385965 -0.908980174736842 -0.920914497017544 -0.955645738245614 -0.953157001578947 -0.939114254210526 -0.923706791403509 -0.938044912280702 -0.932462941461404 -0.929711219929825 -0.924004748421053 -0.219729934157895 0.348418746140351 0.161457927833333 -0.967072436842105 -0.936043420175439 -0.954425844736842 -0.968619159473684 -0.935717452807018 -0.963567540877193 0.0114731894070175 -0.0222029460298246 0.0784684032122807 -0.935439769649123 -0.941771544385965 -0.932636612807018 -0.962164978596491 -0.945365097894737 -0.947136774385965 0.102549066280877 0.0236567802333333 0.0445225537614035 -0.91235165222807 -0.905373979824561 0.1446050868 -0.948655471052632 -0.951552664035088 0.182525077889474 -0.930153639473684 -0.928694890175439 0.119317522942105 -0.953695957368421 -0.955504654561404 0.16376531874386 0.0049894390845614 0.032217035422807 0.0859389874070175 -0.0350566811964912 0.593394403508772 -0.874567701929825 -0.106624418668421
